2020.03.29;26085
2020.03.22;55341
2020.03.15;40656
2020.03.08;49487
2020.03.01;39806
2020.02.23;38947
2020.02.16;43239
2020.02.09;33079
2020.02.02;39283
2020.01.26;47858
2020.01.19;45616
2020.01.12;42306
2020.01.05;43833
2019.12.29;37297
2019.12.22;47597
2019.12.15;54021
2019.12.08;51025
2019.12.01;51590
2019.11.24;51549
2019.11.17;49663
2019.11.10;47606
2019.11.03;59314
2019.10.27;51601
2019.10.20;46588
2019.10.13;52834
2019.10.06;44633
2019.09.29;42006
2019.09.22;43269
2019.09.15;45230
2019.09.08;40855
2019.09.01;38751
2019.08.25;36125
2019.08.18;44038
2019.08.11;33281
2019.08.04;30450
2019.07.28;37195
2019.07.21;42239
2019.07.14;34765
2019.07.07;30619
2019.06.30;35259
2019.06.23;34372
2019.06.16;43645
2019.06.09;34205
2019.06.02;37310
2019.05.26;38912
2019.05.19;45785
2019.05.12;50995
2019.05.05;37425
2019.04.28;43237
2019.04.21;47410
2019.04.14;50641
2019.04.07;40447
2019.03.31;67766
2019.03.24;52744
2019.03.17;70221
2019.03.10;60760
2019.03.03;55382
2019.02.24;50288
2019.02.17;38660
2019.02.10;41807
2019.02.03;34548
2019.01.27;40241
2019.01.20;49035
2019.01.13;30063
2019.01.06;35675
2018.12.30;34878
2018.12.23;37583
2018.12.16;40127
2018.12.09;34751
2018.12.02;36055
2018.11.25;27306
2018.11.18;36101
2018.11.11;30493
2018.11.04;33295
2018.10.28;30123
2018.10.21;31922
2018.10.14;40988
2018.10.07;52776
2018.09.30;47815
2018.09.23;38505
2018.09.16;39918
2018.09.09;38048
2018.09.02;32386
2018.08.26;32257
2018.08.19;27849
2018.08.12;36839
2018.08.05;44033
2018.07.29;24862
2018.07.22;59424
2018.07.15;39102
2018.07.08;31952
2018.07.01;32706
2018.06.24;35993
2018.06.17;34705
2018.06.10;44927
2018.06.03;36205
2018.05.27;38497
2018.05.20;39944
2018.05.13;42934
2018.05.06;34818
2018.04.29;51639
2018.04.22;39220
2018.04.15;64311
2018.04.08;41264
2018.04.01;50367
2018.03.25;68824
2018.03.18;50203
2018.03.11;44897
2018.03.04;36658
2018.02.25;49292
2018.02.18;44435
2018.02.11;42353
2018.02.04;33198
2018.01.28;36923
2018.01.21;40517
2018.01.14;45501
2018.01.07;40348
2018.01.01;58927
2017.12.23;37967
2017.12.17;37464
2017.12.10;40236
2017.12.03;37395
2017.11.26;44653
2017.11.19;47866
2017.11.12;34069
2017.11.05;51727
2017.10.29;42758
2017.10.22;38351
2017.10.15;39136
2017.10.08;40579
2017.10.01;41653
2017.09.24;33844
2017.09.17;32990
2017.09.10;35022
2017.09.03;34659
2017.08.27;49035
2017.08.20;38108
2017.08.13;42703
2017.08.06;38027
2017.07.30;43576
2017.07.23;31983
2017.07.16;35736
2017.07.09;43597
2017.07.02;30425
2017.06.25;34955
2017.06.18;33808
2017.06.11;33689
2017.06.04;34665
2017.05.28;35992
2017.05.21;39540
2017.05.14;43248
2017.05.07;35236
2017.04.30;42861
2017.04.23;61025
2017.04.16;61585
2017.04.09;60382
2017.04.02;56928
2017.03.26;52198
2017.03.19;44601
2017.03.12;38047
2017.03.05;35497
2017.02.26;42755
2017.02.19;40918
2017.02.12;41096
2017.02.05;44950
2017.01.29;30591
2017.01.22;35383
2017.01.15;45654
2017.01.08;41187
2017.01.01;32796
2016.12.25;45330
2016.12.18;41854
2016.12.11;50693
2016.12.04;36368
2016.11.27;42952
2016.11.20;41348
2016.11.13;40924
2016.11.06;34001
2016.10.30;50199
2016.10.23;27863
2016.10.16;48786
2016.10.09;36036
2016.10.02;33077
2016.09.25;33566
2016.09.18;33781
2016.09.11;45043
2016.09.04;43959
2016.08.28;39713
2016.08.21;34613
2016.08.14;33202
2016.08.07;33572
2016.07.31;42813
2016.07.24;45861
2016.07.17;39919
2016.07.10;46133
2016.07.03;31589
2016.06.26;46624
2016.06.19;45332
2016.06.12;38907
2016.06.05;41546
2016.05.29;38199
2016.05.22;44288
2016.05.15;49182
2016.05.08;30231
2016.05.01;25866
2016.04.24;45767
2016.04.17;37396
2016.04.10;45351
2016.04.03;46688
2016.03.27;48503
2016.03.20;50095
2016.03.13;52485
2016.03.06;32194
2016.02.28;46151
2016.02.21;52232
2016.02.14;43920
2016.02.07;55174
2016.01.31;51161
2016.01.24;54867
2016.01.17;43306
2016.01.10;31192
2016.01.03;32373
2015.12.27;36205
2015.12.20;55976
2015.12.13;42921
2015.12.06;45131
2015.11.29;31318
2015.11.22;49668
2015.11.15;40676
2015.11.08;46956
2015.11.01;47964
2015.10.25;50698
2015.10.18;50395
2015.10.11;47916
2015.10.04;52812
2015.09.27;40211
2015.09.20;50733
2015.09.13;44906
2015.09.06;43606
2015.08.30;48467
2015.08.23;41326
2015.08.16;41685
2015.08.09;43897
2015.08.02;47764
2015.07.26;51052
2015.07.19;32971
2015.07.12;43545
2015.07.05;31120
2015.06.28;35506
2015.06.21;35145
2015.06.14;41400
2015.06.07;56381
2015.05.31;56064
2015.05.24;44985
2015.05.17;47809
2015.05.10;48945
2015.05.03;45009
2015.04.26;48880
2015.04.19;39551
2015.04.12;47580
2015.04.05;43049
2015.03.29;39712
2015.03.22;50646
2015.03.15;48971
2015.03.08;53440
2015.03.01;38772
2015.02.22;32928
2015.02.15;39582
2015.02.08;42712
2015.02.01;34529
2015.01.25;43760
2015.01.18;36034
2015.01.11;29624
2015.01.04;23593
2014.12.28;34059
2014.12.21;31192
2014.12.14;35242
2014.12.07;47774
2014.11.30;45266
2014.11.23;39810
2014.11.16;31239
2014.11.09;25483
2014.11.02;36249
2014.10.26;40108
2014.10.19;35388
2014.10.12;34828
2014.10.05;52751
2014.09.28;53943
2014.09.21;40539
2014.09.14;51457
2014.09.07;36631
2014.08.31;42816
2014.08.24;67967
2014.08.17;47980
2014.08.10;34488
2014.08.03;38902
2014.07.27;32051
2014.07.20;47730
2014.07.13;56335
2014.07.06;34291
2014.06.29;43420
2014.06.22;47930
2014.06.15;47405
2014.06.08;45397
2014.06.01;36020
2014.05.25;43937
2014.05.18;39253
2014.05.11;48124
2014.05.04;35650
2014.04.27;39771
2014.04.20;38204
2014.04.13;47483
2014.04.06;31610
2014.03.30;57488
2014.03.23;57747
2014.03.16;68009
2014.03.09;85518
2014.03.02;65067
2014.02.23;54200
2014.02.16;77276
2014.02.09;75158
2014.02.02;48823
2014.01.26;45091
2014.01.19;36867
2014.01.12;50116
2014.01.05;41246
2013.12.29;41801
2013.12.22;46646
2013.12.15;52835
2013.12.08;39843
2013.12.01;35634
2013.11.24;53964
2013.11.17;48893
2013.11.10;47484
2013.11.03;44284
2013.10.27;45402
2013.10.20;39852
2013.10.13;49433
2013.10.06;36392
2013.09.29;36192
2013.09.22;67996
2013.09.15;50067
2013.09.08;36997
2013.09.01;36580
2013.08.25;46228
2013.08.18;56067
2013.08.11;39165
2013.08.04;81195
2013.07.28;53399
2013.07.21;73548
2013.07.14;46424
2013.07.07;44043
2013.06.30;50575
2013.06.23;40354
2013.06.16;51875
2013.06.09;50390
2013.06.02;62700
2013.05.26;37899
2013.05.19;34660
2013.05.12;39290
2013.05.05;34921
2013.04.28;46029
2013.04.21;26371
2013.04.14;42824
2013.04.07;51137
2013.03.31;40452
2013.03.24;42328
2013.03.17;56293
2013.03.10;62945
2013.03.03;53402
2013.02.24;56145
2013.02.17;49338
2013.02.10;56107
2013.02.03;36562
2013.01.27;43176
2013.01.20;39843
2013.01.13;42125
2013.01.06;33294
2012.12.30;46522
2012.12.23;42448
2012.12.16;44051
2012.12.09;43647
2012.12.02;44679
2012.11.25;48128
2012.11.18;53753
2012.11.11;64737
2012.11.04;42177
2012.10.28;33643
2012.10.21;42486
2012.10.14;44756
2012.10.07;44113
2012.09.30;51905
2012.09.23;37424
2012.09.16;53160
2012.09.09;45357
2012.09.02;46524
2012.08.26;52876
2012.08.19;40798
2012.08.12;46840
2012.08.05;35959
2012.07.29;41433
2012.07.22;45903
2012.07.15;51901
2012.07.08;44779
2012.07.01;47856
2012.06.24;48213
2012.06.17;47368
2012.06.10;45240
2012.06.03;37094
2012.05.27;32371
2012.05.20;47538
2012.05.13;70353
2012.05.06;59930
2012.04.29;52965
2012.04.22;56129
2012.04.15;69935
2012.04.08;65344
2012.04.01;42785
2012.03.25;40063
2012.03.18;53131
2012.03.11;48497
2012.03.04;48604
2012.02.26;60901
2012.02.19;30511
2012.02.12;53548
2012.02.05;36892
2012.01.29;49918
2012.01.22;39913
2012.01.15;50948
2012.01.08;28905
2012.01.01;43048
2011.12.25;45569
2011.12.18;38942
2011.12.11;52676
2011.12.04;62978
2011.11.27;40278
2011.11.20;47485
2011.11.13;39249
2011.11.06;40995
2011.10.30;44550
2011.10.23;42433
2011.10.16;52571
2011.10.09;41965
2011.10.02;64445
2011.09.25;42211
2011.09.18;40915
2011.09.11;38138
2011.09.04;35680
2011.08.28;49857
2011.08.21;37888
2011.08.14;60328
2011.08.07;42302
2011.07.31;41585
2011.07.24;36333
2011.07.17;37667
2011.07.10;40824
2011.07.03;33772
2011.06.26;51629
2011.06.19;47914
2011.06.12;58533
2011.06.05;49651
2011.05.29;46656
2011.05.22;39567
2011.05.15;50208
2011.05.08;38951
2011.05.01;40843
2011.04.24;42574
2011.04.17;46624
2011.04.10;32361
2011.04.03;46983
2011.03.27;59260
2011.03.20;44884
2011.03.13;44759
2011.03.06;51844
2011.02.27;58165
2011.02.20;42771
2011.02.13;59673
2011.02.06;40901
2011.01.30;32075
2011.01.23;25279
2011.01.16;53379
2011.01.09;30852
2011.01.02;48607
2010.12.26;28833
2010.12.19;38621
2010.12.12;41357
2010.12.05;48430
2010.11.28;35047
2010.11.21;49738
2010.11.14;39661
2010.11.07;56614
2010.10.31;44838
2010.10.24;36780
2010.10.17;28067
2010.10.10;37836
2010.10.03;27373
2010.09.26;44477
2010.09.19;50354
2010.09.12;52111
2010.09.05;70477
2010.08.29;38572
2010.08.22;48175
2010.08.15;35022
2010.08.08;35358
2010.08.01;45566
2010.07.25;40978
2010.07.18;42550
2010.07.11;49819
2010.07.04;67301
2010.06.27;42152
2010.06.20;48155
2010.06.13;57057
2010.06.06;47522
2010.05.30;38574
2010.05.23;34621
2010.05.16;41695
2010.05.09;57156
2010.05.02;39681
2010.04.25;32642
2010.04.18;50405
2010.04.11;41674
2010.04.04;36512
2010.03.28;38725
2010.03.21;42897
2010.03.14;46933
2010.03.07;38620
2010.02.28;57980
2010.02.21;49871
2010.02.14;47177
2010.02.07;43448
2010.01.31;38831
2010.01.24;40670
2010.01.17;41938
2010.01.10;57994
2010.01.03;49546
2009.12.27;41089
2009.12.20;44511
2009.12.13;51968
2009.12.06;59169
2009.11.29;65264
2009.11.22;39871
2009.11.15;52032
2009.11.08;40564
2009.11.01;46661
2009.10.25;46569
2009.10.18;57253
2009.10.11;62066
2009.10.04;42716
2009.09.27;53640
2009.09.20;35910
2009.09.13;71165
2009.09.06;49452
2009.08.30;42696
2009.08.23;32382
2009.08.16;75727
2009.08.09;59129
2009.08.02;48733
2009.07.26;38592
2009.07.19;46836
2009.07.12;43577
2009.07.05;42604
2009.06.28;46285
2009.06.21;42546
2009.06.14;42210
2009.06.07;40932
2009.05.31;38156
2009.05.24;45582
2009.05.17;41434
2009.05.10;46790
2009.05.03;50237
2009.04.26;40342
2009.04.19;62951
2009.04.12;56038
2009.04.05;41639
2009.03.29;46481
2009.03.22;43521
2009.03.15;60107
2009.03.08;46796
2009.03.01;57431
2009.02.22;59944
2009.02.15;74117
2009.02.08;45265
2009.02.01;49117
2009.01.25;54086
2009.01.18;105269
2009.01.11;66463
2009.01.04;56119
2008.12.28;47743
2008.12.21;75433
2008.12.14;81217
2008.12.07;60044
2008.11.30;62337
2008.11.23;71245
2008.11.16;55232
2008.11.09;56107
2008.11.02;61513
2008.10.26;60220
2008.10.19;65347
2008.10.12;63244
2008.10.05;63842
2008.09.28;75652
2008.09.21;124086
2008.09.14;100169
2008.09.07;82185
2008.08.31;90612
2008.08.24;101416
2008.08.17;130827
2008.08.10;88985
2008.08.03;103489
2008.07.27;69128
2008.07.20;95352
2008.07.13;85571
2008.07.06;91474
2008.06.29;109065
2008.06.22;79686
2008.06.15;73993
2008.06.08;68077
2008.06.01;78701
2008.05.25;49521
2008.05.18;57710
2008.05.11;66903
2008.05.04;46058
2008.04.27;46444
2008.04.20;62196
2008.04.13;50800
2008.04.06;51699
2008.03.30;46260
2008.03.23;43370
2008.03.16;57381
2008.03.09;48405
2008.03.02;60425
2008.02.24;39869
2008.02.17;49742
2008.02.10;68360
2008.02.03;40248
2008.01.27;41929
2008.01.20;42628
2008.01.13;63994
2008.01.06;36868
2007.12.30;53516
2007.12.23;56594
2007.12.16;53516
2007.12.09;63630
2007.12.02;44964
2007.11.25;59064
2007.11.18;62770
2007.11.11;55533
2007.11.04;44312
2007.10.28;63098
2007.10.21;59088
2007.10.14;49232
2007.10.07;54444
2007.09.30;68844
2007.09.23;36078
2007.09.16;55917
2007.09.09;50884
2007.09.02;58731
2007.08.26;54215
2007.08.19;42715
2007.08.12;63157
2007.08.05;62256
2007.07.29;85142
2007.07.22;55821
2007.07.15;47912
2007.07.08;44732
2007.07.01;55908
2007.06.24;62134
2007.06.17;54216
2007.06.10;73147
2007.06.03;43902
2007.05.27;47966
2007.05.20;58288
2007.05.13;71667
2007.05.06;115334
2007.04.29;126411
2007.04.22;80129
2007.04.15;65691
2007.04.08;96949
2007.04.01;79573
2007.03.25;79798
2007.03.18;82607
2007.03.11;79356
2007.03.04;80552
2007.02.25;73239
2007.02.18;74116
2007.02.11;83548
2007.02.04;67520
2007.01.28;68842
2007.01.21;74818
2007.01.14;58367
2007.01.07;53009
2007.01.01;78067
2006.12.24;45184
2006.12.17;44931
2006.12.10;69796
2006.12.03;48192
2006.11.26;53309
2006.11.19;35965
2006.11.12;56513
2006.11.05;51151
2006.10.29;65849
2006.10.22;43184
2006.10.15;52123
2006.10.08;78542
2006.10.01;43937
2006.09.24;33381
2006.09.17;36821
2006.09.10;43492
2006.09.03;48114
2006.08.27;46133
2006.08.20;38742
2006.08.13;55852
2006.08.06;38173
2006.07.30;47012
2006.07.23;75086
2006.07.16;49039
2006.07.09;49827
2006.07.02;47626
2006.06.25;44003
2006.06.18;49442
2006.06.11;44389
2006.06.04;63946
2006.05.28;46743
2006.05.21;60806
2006.05.14;38505
2006.05.07;45470
2006.04.30;50937
2006.04.23;62024
2006.04.16;52917
2006.04.09;42520
2006.04.02;37277
2006.03.26;62850
2006.03.19;38164
2006.03.12;54474
2006.03.05;87529
2006.02.26;71484
2006.02.19;72656
2006.02.12;78535
2006.02.05;61881
2006.01.29;93614
2006.01.22;55739
2006.01.15;62821
2006.01.08;40314
2006.01.01;49379
2005.12.25;37957
2005.12.18;44165
2005.12.11;47215
2005.12.04;36275
2005.11.27;38792
2005.11.20;45604
2005.11.13;39774
2005.11.06;34866
2005.10.30;40718
2005.10.23;44271
2005.10.16;29070
2005.10.09;56553
2005.10.02;61928
2005.09.25;55681
2005.09.18;44618
2005.09.11;48943
2005.09.04;51321
2005.08.28;35816
2005.08.21;27899
2005.08.14;40106
2005.08.07;49941
2005.07.31;40246
2005.07.24;30573
2005.07.17;40248
2005.07.10;26580
2005.07.03;40696
2005.06.26;62290
2005.06.19;59651
2005.06.12;54711
2005.06.05;53198
2005.05.29;44035
2005.05.22;38755
2005.05.15;59475
2005.05.08;50321
2005.05.01;37556
2005.04.24;43738
2005.04.17;53214
2005.04.10;35138
2005.04.03;43078
2005.03.27;54324
2005.03.20;49818
2005.03.13;30470
2005.03.06;83105
2005.02.27;57327
2005.02.20;50945
2005.02.13;41456
2005.02.06;50135
2005.01.30;75587
2005.01.23;53143
2005.01.16;52582
2005.01.09;60729
2005.01.02;47198
2004.12.26;47597
2004.12.19;43833
2004.12.12;35389
2004.12.05;55849
2004.11.28;39040
2004.11.21;47752
2004.11.14;50987
2004.11.07;37955
